Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An empirical model of adaptive cloud resource provisioning with speculation","Soft Computing","","23","21","10.1007/s00500-018-3654-3","R. Leena SriN. Balaji","2019","http://link.springer.com/article/10.1007/s00500-018-3654-3","Article"
"Exploring the state-of-the-art service composition approaches in cloud manufacturing systems to enhance upcoming techniques","The International Journal of Advanced Manufacturing Technology","","105","1 - 4","10.1007/s00170-019-04213-z","Vahideh HayyolalamBehrouz PourgheblehAli Asghar Pourhaji KazemAli Ghaffari","2019","http://link.springer.com/article/10.1007/s00170-019-04213-z","Article"
"Optimized cloud-based scheduling for protein secondary structure analysis","The Journal of Supercomputing","","75","7","10.1007/s11227-019-02859-w","Marco FerrettiLuigi SantangeloMirto Musci","2019","http://link.springer.com/article/10.1007/s11227-019-02859-w","Article"
"Enhanced intrusion detection and prevention system on cloud environment using hybrid classification and OTS generation","Cluster Computing","","22","6","10.1007/s10586-017-1187-7","V. BalamuruganR. Saravanan","2019","http://link.springer.com/article/10.1007/s10586-017-1187-7","Article"
"Adaptive cloud resource management through workload prediction","Energy Systems","","","","10.1007/s12667-019-00368-6","Lata J. GadhaviMadhuri D. Bhavsar","2019","http://link.springer.com/article/10.1007/s12667-019-00368-6","Article"
"Medical big data analysis: preserving security and privacy with hybrid cloud technology","Soft Computing","","23","8","10.1007/s00500-019-03857-z","E. ShanmugapriyaR. Kavitha","2019","http://link.springer.com/article/10.1007/s00500-019-03857-z","Article"
"Optimal deployment of components of cloud-hosted application for guaranteeing multitenancy isolation","Journal of Cloud Computing","","8","1","10.1186/s13677-018-0124-5","Laud Charles OcheiAndrei PetrovskiJulian M. Bass","2019","http://link.springer.com/article/10.1186/s13677-018-0124-5","Article"
"The Incremental Load Balance Cloud Algorithm by Using Dynamic Data Deployment","Journal of Grid Computing","","17","3","10.1007/s10723-019-09474-2","Hui-Ching HsiehMao-Lun Chiang","2019","http://link.springer.com/article/10.1007/s10723-019-09474-2","Article"
"An online context-aware mechanism for computation offloading in ubiquitous and mobile cloud environments","The Journal of Supercomputing","","75","7","10.1007/s11227-019-02743-7","Alireza SalehanHossein DeldariSaeid Abrishami","2019","http://link.springer.com/article/10.1007/s11227-019-02743-7","Article"
"Accelerating DNN-based 3D point cloud processing for mobile computing","Science China Information Sciences","","62","11","10.1007/s11432-019-9932-3","Bosheng LiuXiaoming ChenYinhe HanJiajun LiHaobo XuXiaowei Li","2019","http://link.springer.com/article/10.1007/s11432-019-9932-3","Article"
"An ensemble multiscale wavelet-GARCH hybrid SVR algorithm for mobile cloud computing workload prediction","International Journal of Machine Learning and Cybernetics","","10","11","10.1007/s13042-019-01017-1","Saeed SharifianMasoud Barati","2019","http://link.springer.com/article/10.1007/s13042-019-01017-1","Article"
"A placement architecture for a container as a service (CaaS) in a cloud environment","Journal of Cloud Computing","","8","1","10.1186/s13677-019-0131-1","Mohamed K. HusseinMohamed H. MousaMohamed A. Alqarni","2019","http://link.springer.com/article/10.1186/s13677-019-0131-1","Article"
"Cloud and IoT-based emerging services systems","Cluster Computing","","22","1","10.1007/s10586-018-2821-8","Sugam SharmaVictor ChangU. Sunday TimJohnny WongShashi Gadia","2019","http://link.springer.com/article/10.1007/s10586-018-2821-8","Article"
"Crowdcloud: a crowdsourced system for cloud infrastructure","Cluster Computing","","22","2","10.1007/s10586-018-2843-2","Mahmood HosseiniConstantinos Marios AngelopoulosWei Koong ChaiStephane Kundig","2019","http://link.springer.com/article/10.1007/s10586-018-2843-2","Article"
"A distributed multi-layer MEC-cloud architecture for processing large scale IoT-based multimedia applications","Multimedia Tools and Applications","","78","17","10.1007/s11042-018-7049-3","Sufyan AlmajaliDhiah el Diehn I. Abou-TairHaythem Bany SalamehMoussa AyyashHany Elgala","2019","http://link.springer.com/article/10.1007/s11042-018-7049-3","Article"
"CCMA—cloud critical metric assessment framework for scientific computing","Cluster Computing","","22","5","10.1007/s10586-017-1384-4","V. G. RavindhrenS. Ravimaran","2019","http://link.springer.com/article/10.1007/s10586-017-1384-4","Article"
"Efficient Algorithm for Identification and Cache Based Discovery of Cloud Services","Mobile Networks and Applications","","24","4","10.1007/s11036-019-01256-0","Abdul Quadir MdVijayakumar VaradarajanKaran Mandal","2019","http://link.springer.com/article/10.1007/s11036-019-01256-0","Article"
"An efficient personalized trust based hybrid recommendation (TBHR) strategy for e-learning system in cloud computing","Cluster Computing","","22","1","10.1007/s10586-017-1160-5","S. BhaskaranB. Santhi","2019","http://link.springer.com/article/10.1007/s10586-017-1160-5","Article"
"Tradeoff between execution speedup and reliability for compute-intensive code offloading in mobile device cloud","Multimedia Systems","","25","5","10.1007/s00530-017-0563-8","Sajeeb SahaMd. Ahsan HabibTamal AdhikaryMd. Abdur RazzaqueMd. Mustafizur Rahman","2019","http://link.springer.com/article/10.1007/s00530-017-0563-8","Article"
"LR-HIDS: logistic regression host-based intrusion detection system for cloud environments","Journal of Ambient Intelligence and Humanized Computing","","10","9","10.1007/s12652-018-1093-8","Elham BesharatiMarjan NaderanEhsan Namjoo","2019","http://link.springer.com/article/10.1007/s12652-018-1093-8","Article"
"ESNemble: an Echo State Network-based ensemble for workload prediction and resource allocation of Web applications in the cloud","The Journal of Supercomputing","","75","10","10.1007/s11227-019-02851-4","Hoang Minh NguyenGaurav KalraTae Joon JunSungpil WooDaeyoung Kim","2019","http://link.springer.com/article/10.1007/s11227-019-02851-4","Article"
"A grey correlation based supply–demand matching of machine tools with multiple quality factors in cloud manufacturing environment","Journal of Ambient Intelligence and Humanized Computing","","10","3","10.1007/s12652-018-0945-6","Xiaorong GongChao YinXiaobin Li","2019","http://link.springer.com/article/10.1007/s12652-018-0945-6","Article"
"ClickGene: an open cloud-based platform for big pan-cancer data genome-wide association study, visualization and exploration","BioData Mining","","12","1","10.1186/s13040-019-0202-3","Jia-Hao BiYi-Fan TongZhe-Wei QiuXing-Feng YangJohn MinnaAdi F. GazdarKai Song","2019","http://link.springer.com/article/10.1186/s13040-019-0202-3","Article"
"Incorporating diversity in cloud-computing: a novel paradigm and architecture for enhancing the performance of future cloud radio access networks","Wireless Networks","","25","7","10.1007/s11276-018-01915-2","Ayodele Periola","2019","http://link.springer.com/article/10.1007/s11276-018-01915-2","Article"
"Online Smart Disguise: real-time diversification evading coresidency-based cloud attacks","Cluster Computing","","22","3","10.1007/s10586-018-2851-2","Mona S. KashkoushMohamed AzabGamal AttiyaAmr S. Abed","2019","http://link.springer.com/article/10.1007/s10586-018-2851-2","Article"
"NPMA: A Novel Privacy-Preserving Mutual Authentication in TMIS for Mobile Edge-Cloud Architecture","Journal of Medical Systems","","43","10","10.1007/s10916-019-1444-9","Xiaoxue LiuWenping MaHao Cao","2019","http://link.springer.com/article/10.1007/s10916-019-1444-9","Article"
"Cloud-Based Multi-Agent Cooperation for IoT Devices Using Workflow-Nets","Journal of Grid Computing","","17","4","10.1007/s10723-019-09485-z","Yehia KotbIsmaeel Al RidhawiMoayad AloqailyThar BakerYaser JararwehHissam Tawfik","2019","http://link.springer.com/article/10.1007/s10723-019-09485-z","Article"
"Tool-supported design of data aggregation processes in cloud monitoring systems","Journal of Ambient Intelligence and Humanized Computing","","10","7","10.1007/s12652-018-0730-6","Simin CaiBarbara GallinaDag NyströmCristina SeceleanuAlf Larsson","2019","http://link.springer.com/article/10.1007/s12652-018-0730-6","Article"
"A Cloud Computing Security Model Based on Noninterference","Wuhan University Journal of Natural Sciences","","24","3","10.1007/s11859-019-1385-7","Congdong LüGang QianTao Chen","2019","http://link.springer.com/article/10.1007/s11859-019-1385-7","Article"
"A Mobile Cloud-Based Health Promotion System for Cardiovascular Diseases","Wireless Personal Communications","","108","4","10.1007/s11277-019-06516-6","Chin-Feng LinTai-Xiang LinChung-I LinChung-Cheng Chang","2019","http://link.springer.com/article/10.1007/s11277-019-06516-6","Article"
"Payload fragmentation framework for high-performance computing in cloud environment","The Journal of Supercomputing","","75","5","10.1007/s11227-018-2660-7","V. VivekR. SrinivasanR. Elijah BlessingR. Dhanasekaran","2019","http://link.springer.com/article/10.1007/s11227-018-2660-7","Article"
"Research and application of information service platform for agricultural economic cooperation organization based on Hadoop cloud computing platform environment: taking agricultural and fresh products as an example","Cluster Computing","","22","6","10.1007/s10586-018-2380-z","Jianting FuZhen ZhangDan Lyu","2019","http://link.springer.com/article/10.1007/s10586-018-2380-z","Article"
"TMM: Trust Management Middleware for Cloud Service Selection by Prioritization","Journal of Network and Systems Management","","27","1","10.1007/s10922-018-9457-0","Mukalel Bhaskaran SmithamolSridhar Rajeswari","2019","http://link.springer.com/article/10.1007/s10922-018-9457-0","Article"
"Securing and Self recovery of Virtual Machines in cloud with an Autonomic Approach using Snapshots","Mobile Networks and Applications","","24","4","10.1007/s11036-019-01261-3","Linda JosephRajeswari Mukesh","2019","http://link.springer.com/article/10.1007/s11036-019-01261-3","Article"
"Cloud service selection using cloud service brokers: approaches and challenges","Frontiers of Computer Science","","13","3","10.1007/s11704-017-6124-7","Meysam VakiliNeda JahangiriMohsen Sharifi","2019","http://link.springer.com/article/10.1007/s11704-017-6124-7","Article"
"Cloud robot: semantic map building for intelligent service task","Applied Intelligence","","49","2","10.1007/s10489-018-1277-0","Hao WuXiaojian WuQing MaGuohui Tian","2019","http://link.springer.com/article/10.1007/s10489-018-1277-0","Article"
"Direct push–pull or assisted push–pull? Toward optimal video content delivery using shared storage-based cloud CDN (SS-CCDN)","The Journal of Supercomputing","","75","4","10.1007/s11227-018-2696-8","S. SajithabanuS. R. Balasundaram","2019","http://link.springer.com/article/10.1007/s11227-018-2696-8","Article"
"A cognitive/intelligent resource provisioning for cloud computing services: opportunities and challenges","Soft Computing","","23","19","10.1007/s00500-019-04061-9","Mahfoudh Saeed Al-AsalyMohammad Mehedi HassanAhmed Alsanad","2019","http://link.springer.com/article/10.1007/s00500-019-04061-9","Article"
"A novel optimized approach for resource reservation in cloud computing using producer–consumer theory of microeconomics","The Journal of Supercomputing","","75","11","10.1007/s11227-019-02951-1","Alireza MohammadiMohammad Hossein Rezvani","2019","http://link.springer.com/article/10.1007/s11227-019-02951-1","Article"
"Query optimization in cloud environments: challenges, taxonomy, and techniques","The Journal of Supercomputing","","75","8","10.1007/s11227-019-02806-9","Abderrazak SebaaAbdelkamel Tari","2019","http://link.springer.com/article/10.1007/s11227-019-02806-9","Article"
"Energy-efficient Nature-Inspired techniques in Cloud computing datacenters","Telecommunication Systems","","71","2","10.1007/s11235-019-00549-9","Mohammed Joda UsmanAbdul Samad IsmailGaddafi Abdul-SalaamHassan ChizariOmprakash KaiwartyaAbdulsalam Yau GitalMuhammed AbdullahiAhmed AliyuSalihu Idi Dishing","2019","http://link.springer.com/article/10.1007/s11235-019-00549-9","Article"
"Energy-aware virtual machine allocation and selection in cloud data centers","Soft Computing","","23","6","10.1007/s00500-017-2905-z","V. Dinesh ReddyG. R. GangadharanG. Subrahmanya V. R. K. Rao","2019","http://link.springer.com/article/10.1007/s00500-017-2905-z","Article"
"Implementation of an Environmental Quality and Harmful Gases Monitoring System in Cloud","Journal of Medical and Biological Engineering","","39","4","10.1007/s40846-018-0383-0","Chao-Tung YangShuo-Tsung ChenChih-Hung ChangWalter DenChia-Cheng Wu","2019","http://link.springer.com/article/10.1007/s40846-018-0383-0","Article"
"A new computing environment for collective privacy protection from constrained healthcare devices to IoT cloud services","Cluster Computing","","22","1","10.1007/s10586-017-1298-1","Ahmed M. ElmiserySeungmin RhoMohamed Aborizka","2019","http://link.springer.com/article/10.1007/s10586-017-1298-1","Article"
"Design, simulation and testing of a cloud platform for sharing digital fabrication resources for education","Journal of Cloud Computing","","8","1","10.1186/s13677-019-0135-x","Gianluca CornettaJavier MateosAbdellah TouhafiGabriel-Miro Muntean","2019","http://link.springer.com/article/10.1186/s13677-019-0135-x","Article"
"SLA-RALBA: cost-efficient and resource-aware load balancing algorithm for cloud computing","The Journal of Supercomputing","","75","10","10.1007/s11227-019-02916-4","Altaf HussainMuhammad AleemMuhammad Azhar IqbalMuhammad Arshad Islam","2019","http://link.springer.com/article/10.1007/s11227-019-02916-4","Article"
"Ontology-based code snippets management in a cloud environment","Journal of Ambient Intelligence and Humanized Computing","","10","8","10.1007/s12652-018-0701-y","Jianjun ShiWeixing JiZhiwei GaoYujin GaoYizhuo WangXinyi LiaoFeng Shi","2019","http://link.springer.com/article/10.1007/s12652-018-0701-y","Article"
"An efficient and improved multi-objective optimized replication management with dynamic and cost aware strategies in cloud computing data center","Cluster Computing","","22","5","10.1007/s10586-017-1313-6","E. Bijolin EdwinP. UmamaheswariM. Roshni Thanka","2019","http://link.springer.com/article/10.1007/s10586-017-1313-6","Article"
"Differential cloud adoption: A comparative case study of large enterprises and SMEs in Germany","Information Systems Frontiers","","21","4","10.1007/s10796-017-9781-z","Surya KarunagaranSaji K MathewFranz Lehner","2019","http://link.springer.com/article/10.1007/s10796-017-9781-z","Article"
"Migrating parallel applications to the cloud: assessing cloud readiness based on parallel design decisions","SICS Software-Intensive Cyber-Physical Systems","","34","2 - 3","10.1007/s00450-019-00396-8","Stefan KehrerWolfgang Blochinger","2019","http://link.springer.com/article/10.1007/s00450-019-00396-8","Article"
"RETRACTED ARTICLE: A FCM cluster: cloud networking model for intelligent transportation in the city of Macau","Cluster Computing","","22","1","10.1007/s10586-017-1216-6","Zhiming CaiLianbing DengDaming LiXiang YaoHaoxiang Wang","2019","http://link.springer.com/article/10.1007/s10586-017-1216-6","Article"
"An exponent based error detection mechanism against DXDOS attack for improving the security in cloud","Cluster Computing","","22","2","10.1007/s10586-018-2261-5","J. VijayalakshmiC. R. Rene Robin","2019","http://link.springer.com/article/10.1007/s10586-018-2261-5","Article"
"An intelligent hybrid model for power flow optimization in the cloud-IOT electrical distribution network","Cluster Computing","","22","6","10.1007/s10586-017-1270-0","Yantian ZhangHaoxiang WangYanzhao Xie","2019","http://link.springer.com/article/10.1007/s10586-017-1270-0","Article"
"TASM: technocrat ARIMA and SVR model for workload prediction of web applications in cloud","Cluster Computing","","22","2","10.1007/s10586-018-2868-6","Parminder SinghPooja GuptaKiran Jyoti","2019","http://link.springer.com/article/10.1007/s10586-018-2868-6","Article"
"Light-Weight Video Codec at Terminal for Video Coding in the Cloud","Journal of Signal Processing Systems","","91","6","10.1007/s11265-018-1364-9","Ted Chih-Wei LeiFan-Shuo Tseng","2019","http://link.springer.com/article/10.1007/s11265-018-1364-9","Article"
