Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Graphical and Textual Model-Driven Microservice Development","Microservices","","","","10.1007/978-3-030-31646-4_7","Florian RademacherJonas SorgallaPhilip WizentySabine SachwehAlbert Zündorf","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_7","Chapter"
"Towards Integrating Blockchains with Microservice Architecture Using Model-Driven Engineering","Agile Processes in Software Engineering and Extreme Programming – Workshops","","","","10.1007/978-3-030-88583-0_16","Simon TrebbauPhilip WizentySabine Sachweh","2021","http://link.springer.com/chapter/10.1007/978-3-030-88583-0_16","Chapter"
"Jolie and LEMMA: Model-Driven Engineering and Programming Languages Meet on Microservices","Coordination Models and Languages","","","","10.1007/978-3-030-78142-2_17","Saverio GiallorenzoFabrizio MontesiMarco PeressottiFlorian RademacherSabine Sachweh","2021","http://link.springer.com/chapter/10.1007/978-3-030-78142-2_17","Chapter"
"A Model-Driven Approach Towards Automatic Migration to Microservices","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-39306-9_2","Antonio BucchiaroneKemal SoysalClaudio Guidi","2020","http://link.springer.com/chapter/10.1007/978-3-030-39306-9_2","Chapter"
"A Modeling Method for Systematic Architecture Reconstruction of Microservice-Based Software Systems","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-030-49418-6_21","Florian RademacherSabine SachwehAlbert Zündorf","2020","http://link.springer.com/chapter/10.1007/978-3-030-49418-6_21","Chapter"
"Modeling Microservice Conversations with RESTalk","Microservices","","","","10.1007/978-3-030-31646-4_6","Ana IvanchikjCesare Pautasso","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_6","Chapter"
"Performance optimization for cloud computing systems in the microservice era: state-of-the-art and research opportunities","Frontiers of Computer Science","","16","6","10.1007/s11704-020-0072-3","Rong ZengXiaofeng HouLu ZhangChao LiWenli ZhengMinyi Guo","2022","http://link.springer.com/article/10.1007/s11704-020-0072-3","Article"
"Practical Event-Driven Microservices Architecture","","","","","10.1007/978-1-4842-7468-2","Hugo Filipe Oliveira Rocha","2022","http://link.springer.com/book/10.1007/978-1-4842-7468-2","Book"
"Inputs from a Model-Based Approach Towards the Specification of Microservices Logical Architectures: An Experience Report","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-35333-9_33","Nuno SantosHelena RodriguesNuno FerreiraRicardo J. Machado","2019","http://link.springer.com/chapter/10.1007/978-3-030-35333-9_33","Chapter"
"Formal Modeling and Verification of Microservice-Based Cyber-Physical System","Structured Object-Oriented Formal Language and Method","","","","10.1007/978-3-030-77474-5_3","Jingzi WangHongyan MaoNingkang Jiang","2021","http://link.springer.com/chapter/10.1007/978-3-030-77474-5_3","Chapter"
"Azure Kubernetes Services with Microservices","","","","","10.1007/978-1-4842-7809-3","Kasam Ahmed ShaikhShailesh S. Agaskar","2022","http://link.springer.com/book/10.1007/978-1-4842-7809-3","Book"
"An Approach to Modeling Microservice Solutions","Information Science and Applications 2018","","","","10.1007/978-981-13-1056-0_53","Zhiyi MaJinyang LiuXiao He","2019","http://link.springer.com/chapter/10.1007/978-981-13-1056-0_53","Chapter"
"Detector-based component model abstraction for microservice-based systems","Computing","","103","11","10.1007/s00607-021-01002-z","Evangelos NtentosUwe ZdunKonstantinos PlakidasPatric GenferSebastian GeigerSebastian MeixnerWilhelm Hasselbring","2021","http://link.springer.com/article/10.1007/s00607-021-01002-z","Article"
