Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Cloud Control System Architectures, Technologies and Applications on Intelligent and Connected Vehicles: a Review","Chinese Journal of Mechanical Engineering","","34","1","10.1186/s10033-021-00638-4","Wenbo ChuQiqige WuniriXiaoping DuQiuchi XiongTai HuangKeqiang Li","2021","http://link.springer.com/article/10.1186/s10033-021-00638-4","Article"
"RUL prediction for automatic machines: a mixed edge-cloud solution based on model-of-signals and particle filtering techniques","Journal of Intelligent Manufacturing","","32","5","10.1007/s10845-020-01696-6","Matteo BarbieriKhan T. P. NguyenRoberto DiversiKamal MedjaherAndrea Tilli","2021","http://link.springer.com/article/10.1007/s10845-020-01696-6","Article"
"Blockchain-based trust management in cloud computing systems: a taxonomy, review and future directions","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00247-5","Wenjuan LiJiyi WuJian CaoNan ChenQifei ZhangRajkumar Buyya","2021","http://link.springer.com/article/10.1186/s13677-021-00247-5","Article"
"AutoWM: a novel domain-specific tool for universal multi-/many-core accelerations of the WRF cloud microphysics","Cluster Computing","","24","2","10.1007/s10586-020-03170-7","Peng ZhangChao YangYulong Ao","2021","http://link.springer.com/article/10.1007/s10586-020-03170-7","Article"
"Assessment of researches and case studies on Cloud Manufacturing: a bibliometric analysis","The International Journal of Advanced Manufacturing Technology","","117","3 - 4","10.1007/s00170-021-07782-0","Daniel Alexandre MorelliPaulo Sergio de Arruda Ignacio","2021","http://link.springer.com/article/10.1007/s00170-021-07782-0","Article"
"Ready-time partitioning algorithm for computation offloading of workflow applications in mobile cloud computing","The Journal of Supercomputing","","77","6","10.1007/s11227-020-03528-z","Mahsa ShadiSaeid AbrishamiAmir Hossein MohajerzadehBehrooz Zolfaghari","2021","http://link.springer.com/article/10.1007/s11227-020-03528-z","Article"
"Smart electrical grids based on cloud, IoT, and big data technologies: state of the art","Journal of Ambient Intelligence and Humanized Computing","","12","10","10.1007/s12652-020-02685-6","Asmaa H. RabieAhmed I. SalehHesham A. Ali","2021","http://link.springer.com/article/10.1007/s12652-020-02685-6","Article"
"Data replication schemes in cloud computing: a survey","Cluster Computing","","24","3","10.1007/s10586-021-03283-7","Ali ShakaramiMostafa Ghobaei-AraniAli ShahidinejadMohammad MasdariHamid Shakarami","2021","http://link.springer.com/article/10.1007/s10586-021-03283-7","Article"
"Architecture for distributed query processing using the RDF data in cloud environment","Evolutionary Intelligence","","14","2","10.1007/s12065-019-00315-5","C. RanichandraB. K. Tripathy","2021","http://link.springer.com/article/10.1007/s12065-019-00315-5","Article"
"Data analysis framework for visual interactive product design under the background of cloud social speech environment","International Journal of Speech Technology","","","","10.1007/s10772-021-09939-4","Xiao YeXin Lv","2021","http://link.springer.com/article/10.1007/s10772-021-09939-4","Article"
"Cloud evolutionary computation system for advanced engineering analytics","Engineering with Computers","","","","10.1007/s00366-020-01249-8","Jui-Sheng ChouJeffisa Delaosia KosasihWai K. Chong","2021","http://link.springer.com/article/10.1007/s00366-020-01249-8","Article"
"Evaluating the DevOps Reference Architecture for Multi-cloud IoT-Applications","SN Computer Science","","2","2","10.1007/s42979-021-00519-6","Georges Bou GhantousAsif Qumer Gill","2021","http://link.springer.com/article/10.1007/s42979-021-00519-6","Article"
"Towards Data and Computation Offloading in Mobile Cloud Computing: Taxonomy, Overview, and Future Directions","Wireless Personal Communications","","119","1","10.1007/s11277-021-08202-y","Amir Masoud RahmaniMokhtar MohammadiAdil Hussein MohammedSarkhel H. Taher KarimMohammed Kamal MajeedMohammed MasdariMehdi Hosseinzadeh","2021","http://link.springer.com/article/10.1007/s11277-021-08202-y","Article"
"Toward feature selection in big data preprocessing based on hybrid cloud-based model","The Journal of Supercomputing","","","","10.1007/s11227-021-03970-7","Noha ShehabMahmoud BadawyH Arafat Ali","2021","http://link.springer.com/article/10.1007/s11227-021-03970-7","Article"
"Efficient autonomic and elastic resource management techniques in cloud environment: taxonomy and analysis","Wireless Networks","","27","4","10.1007/s11276-021-02614-1","Mufeed Ahmed Naji SaifS. K. NiranjanHasib Daowd Esmail Al-ariki","2021","http://link.springer.com/article/10.1007/s11276-021-02614-1","Article"
"Energy-effective artificial internet-of-things application deployment in edge-cloud systems","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-021-01273-5","Zhengzhe XiangYuhang ZhengMengzhu HeLongxiang ShiDongjing WangShuiguang DengZengwei Zheng","2021","http://link.springer.com/article/10.1007/s12083-021-01273-5","Article"
"VANETs Cloud: Architecture, Applications, Challenges, and Issues","Archives of Computational Methods in Engineering","","28","4","10.1007/s11831-020-09447-9","Sparsh SharmaAjay Kaul","2021","http://link.springer.com/article/10.1007/s11831-020-09447-9","Article"
"Cloud computing and semantic web technologies for ubiquitous management of smart cities-related competences","Education and Information Technologies","","26","2","10.1007/s10639-020-10351-9","Omiros IatrellisTheodor PanagiotakopoulosVassilis C. GerogiannisPanos FitsilisAchilles Kameas","2021","http://link.springer.com/article/10.1007/s10639-020-10351-9","Article"
"A cloud-based monitoring system for performance analysis in IoT industry","The Journal of Supercomputing","","77","8","10.1007/s11227-021-03640-8","Yong PengI.-C. Wu","2021","http://link.springer.com/article/10.1007/s11227-021-03640-8","Article"
"A Survey of Thermal Management in Cloud Data Centre: Techniques and Open Issues","Wireless Personal Communications","","118","1","10.1007/s11277-020-08039-x","Rama RaniRitu Garg","2021","http://link.springer.com/article/10.1007/s11277-020-08039-x","Article"
"Dynamic Dossier in the Cloud: A Sociotechnical Architecture for a Real-Time and Metrics-Based Data Tracking System with Gene and Cell Therapies as a Case Study","Therapeutic Innovation & Regulatory Science","","55","2","10.1007/s43441-020-00227-y","Kevin Nam PhDKay Larholt ScDGigi Hirsch MDPaul Beninger MD, MBADavid FritscheDiane ShodaJohn Ferguson MDFlorence T. Bourgeois MD, MPHDonna PalmerKaren Katz J.D.Matt W. Courtney","2021","http://link.springer.com/article/10.1007/s43441-020-00227-y","Article"
"Scheduling Hardware-Accelerated Cloud Functions","Journal of Signal Processing Systems","","93","12","10.1007/s11265-021-01695-7","Jessica VandebonJose G. F. CoutinhoWayne Luk","2021","http://link.springer.com/article/10.1007/s11265-021-01695-7","Article"
"An edge-cloud collaboration architecture for pattern anomaly detection of time series in wireless sensor networks","Complex & Intelligent Systems","","7","5","10.1007/s40747-021-00442-6","Cong GaoPing YangYanping ChenZhongmin WangYue Wang","2021","http://link.springer.com/article/10.1007/s40747-021-00442-6","Article"
"PCT: Point cloud transformer","Computational Visual Media","","7","2","10.1007/s41095-021-0229-5","Meng-Hao GuoJun-Xiong CaiZheng-Ning LiuTai-Jiang MuRalph R. MartinShi-Min Hu","2021","http://link.springer.com/article/10.1007/s41095-021-0229-5","Article"
"Industrial robot control system optimized by wireless resources and cloud resources based on cloud edge multi-cluster containers","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-021-01254-0","Zongwei HuangQi Wang","2021","http://link.springer.com/article/10.1007/s13198-021-01254-0","Article"
"A new cloud-based classification methodology (CBCM) for efficient semantic web service discovery","Cluster Computing","","24","3","10.1007/s10586-021-03245-z","Mohamed S. AlshafaeyAhmed I. SalehMohamed F. Alrahamawy","2021","http://link.springer.com/article/10.1007/s10586-021-03245-z","Article"
"Enabling scalable and fault-tolerant multi-agent systems by utilizing cloud-native computing","Autonomous Agents and Multi-Agent Systems","","35","1","10.1007/s10458-020-09489-0","Stefan DählingLukas RazikAntonello Monti","2021","http://link.springer.com/article/10.1007/s10458-020-09489-0","Article"
"Availability model for edge-fog-cloud continuum: an evaluation of an end-to-end infrastructure of intelligent traffic management service","The Journal of Supercomputing","","","","10.1007/s11227-021-04033-7","Paulo PereiraCarlos MeloJean AraujoJamilson DantasVinícius SantosPaulo Maciel","2021","http://link.springer.com/article/10.1007/s11227-021-04033-7","Article"
"Implementation analysis of IoT-based offloading frameworks on cloud/edge computing for sensor generated big data","Complex & Intelligent Systems","","","","10.1007/s40747-021-00434-6","Karan BajajBhisham SharmaRaman Singh","2021","http://link.springer.com/article/10.1007/s40747-021-00434-6","Article"
"An OpenStack based cloud testbed framework for evaluating HTTP flooding attacks","Wireless Networks","","27","8","10.1007/s11276-019-01937-4","A. DhanapalP. Nithyanandam","2021","http://link.springer.com/article/10.1007/s11276-019-01937-4","Article"
"Interval graph multi-coloring-based resource reservation for energy-efficient containerized cloud data centers","The Journal of Supercomputing","","77","5","10.1007/s11227-020-03439-z","Yashwant Singh PatelAnjali BahetiRajiv Misra","2021","http://link.springer.com/article/10.1007/s11227-020-03439-z","Article"
"Integrated forward and reverse logistics in cloud manufacturing: an agent-based multi-layer architecture and optimization via genetic algorithm","Production Engineering","","15","6","10.1007/s11740-021-01069-9","Simin Hamidi MoghaddamHossein AkbaripourMahmoud Houshmand","2021","http://link.springer.com/article/10.1007/s11740-021-01069-9","Article"
"Task scheduling in cloud-fog computing systems","Peer-to-Peer Networking and Applications","","14","2","10.1007/s12083-020-01051-9","Judy C. GuevaraNelson L. S. da Fonseca","2021","http://link.springer.com/article/10.1007/s12083-020-01051-9","Article"
"Research on product decision support system model based on cloud service and embedded system","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03096-x","Zhimin Deng","2021","http://link.springer.com/article/10.1007/s12652-021-03096-x","Article"
"Assessment of Complexity in Cloud Computing Adoption: a Case Study of Local Governments in Australia","Information Systems Frontiers","","","","10.1007/s10796-021-10108-w","Omar AliAnup ShresthaMaryam GhasemaghaeiGhassan Beydoun","2021","http://link.springer.com/article/10.1007/s10796-021-10108-w","Article"
"A Survey of Service Placement in Cloud Environments","Journal of Grid Computing","","19","3","10.1007/s10723-021-09565-z","Ameni HedhliHaithem Mezni","2021","http://link.springer.com/article/10.1007/s10723-021-09565-z","Article"
"An optimization approach for cloud composite services","The Journal of Supercomputing","","","","10.1007/s11227-021-03995-y","Aida LahouijLazhar HamelMohamed Graiet","2021","http://link.springer.com/article/10.1007/s11227-021-03995-y","Article"
"N2SkyC: User Friendly and Efficient Neural Network Simulation Fostering Cloud Containers","Neural Processing Letters","","53","3","10.1007/s11063-019-10140-7","Aliaksandr AdamenkoAndrii FedorenkoBenjamin NussbaumErich Schikuta","2021","http://link.springer.com/article/10.1007/s11063-019-10140-7","Article"
"Enhancing service maintainability by monitoring and auditing SLA in cloud computing","Cluster Computing","","24","3","10.1007/s10586-020-03209-9","Eduardo ViegasAltair SantinJuliana BachtoldDarlan SegalinMaicon StihlerArlindo MarconCarlos Maziero","2021","http://link.springer.com/article/10.1007/s10586-020-03209-9","Article"
"A novel predicate based access control scheme for cloud environment using open stack swift storage","Peer-to-Peer Networking and Applications","","14","4","10.1007/s12083-020-00961-y","Chunduru AnilkumarSumathy Subramanian","2021","http://link.springer.com/article/10.1007/s12083-020-00961-y","Article"
"A novel data-driven neuro arch (DDNA) model for option pricing on cloud","Journal of Banking and Financial Technology","","5","2","10.1007/s42786-021-00032-7","Manmohit SinghRuppa K. ThulasiramA. Thavaneswaran","2021","http://link.springer.com/article/10.1007/s42786-021-00032-7","Article"
"MiCADO-Edge: Towards an Application-level Orchestrator for the Cloud-to-Edge Computing Continuum","Journal of Grid Computing","","19","4","10.1007/s10723-021-09589-5","Amjad UllahHuseyin DagdevirenResmi C. AriyattuJames DesLauriersTamas KissJames Bowden","2021","http://link.springer.com/article/10.1007/s10723-021-09589-5","Article"
"Deep learning-based multivariate resource utilization prediction for hotspots and coldspots mitigation in green cloud data centers","The Journal of Supercomputing","","","","10.1007/s11227-021-04107-6","Yashwant Singh PatelRishabh JaiswalRajiv Misra","2021","http://link.springer.com/article/10.1007/s11227-021-04107-6","Article"
"Designing a multi-agent system architecture for managing distributed operations within cloud manufacturing","Evolutionary Intelligence","","14","4","10.1007/s12065-020-00390-z","Giuseppe D’AnielloMassimo De FalcoNicola Mastrandrea","2021","http://link.springer.com/article/10.1007/s12065-020-00390-z","Article"
"HERDE-MSNB: a predictive security architecture for IoT health cloud system","Journal of Ambient Intelligence and Humanized Computing","","12","7","10.1007/s12652-020-02408-x","M. VedarajP. Ezhumalai","2021","http://link.springer.com/article/10.1007/s12652-020-02408-x","Article"
"From archive to analysis: accessing web archives at scale through a cloud-based interface","International Journal of Digital Humanities","","2","1 - 3","10.1007/s42803-020-00029-6","Nick RuestSamantha FritzRyan DeschampsJimmy LinIan Milligan","2021","http://link.springer.com/article/10.1007/s42803-020-00029-6","Article"
"A microservices persistence technique for cloud-based online social data analysis","Cluster Computing","","24","3","10.1007/s10586-021-03244-0","Feras Al-ObeidatAnoud Bani-HaniOluwasegun AdedugbeMunir MajdalawiehElhadj Benkhelifa","2021","http://link.springer.com/article/10.1007/s10586-021-03244-0","Article"
"Optimal cloud assistance policy of end-edge-cloud ecosystem for mitigating edge distributed denial of service attacks","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00257-3","Teng Li","2021","http://link.springer.com/article/10.1186/s13677-021-00257-3","Article"
"Securing data in transit using data-in-transit defender architecture for cloud communication","Soft Computing","","25","18","10.1007/s00500-021-05928-6","Keerthana NandakumarViji VinodSyed Musthafa Akbar BatchaDilip Kumar SharmaMohanraj ElangovanAnjana PooniaSuresh Mudlappa BasavarajuSanwta Ram DogiwalPankaj DadheechSudhakar Sengan","2021","http://link.springer.com/article/10.1007/s00500-021-05928-6","Article"
"Computer-Aided-Diagnosis as a Service on Decentralized Medical Cloud for Efficient and Rapid Emergency Response Intelligence","New Generation Computing","","39","3 - 4","10.1007/s00354-021-00131-5","Amirhossein PeyvandiBabak MajidiSoodeh PeyvandiJagdish Patra","2021","http://link.springer.com/article/10.1007/s00354-021-00131-5","Article"
"Optimal business process deployment cost in cloud resources","The Journal of Supercomputing","","77","2","10.1007/s11227-020-03316-9","Rania Ben HalimaSlim KallelMehdi Ahmed NacerWalid Gaaloul","2021","http://link.springer.com/article/10.1007/s11227-020-03316-9","Article"
"An evolutionary game approach to IoT task offloading in fog-cloud computing","The Journal of Supercomputing","","77","6","10.1007/s11227-020-03484-8","Hamidreza MahiniAmir Masoud RahmaniSeyyedeh Mobarakeh Mousavirad","2021","http://link.springer.com/article/10.1007/s11227-020-03484-8","Article"
"Data Processing on Edge and Cloud: A Performability Evaluation and Sensitivity Analysis","Journal of Network and Systems Management","","29","3","10.1007/s10922-021-09592-x","Lucas SantosBenedito CunhaIure FéMarco VieiraFrancisco Airton Silva","2021","http://link.springer.com/article/10.1007/s10922-021-09592-x","Article"
"Recommender System for Optimal Distributed Deep Learning in Cloud Datacenters","Wireless Personal Communications","","","","10.1007/s11277-021-08699-3","Muhammad Hassaan AnwarSaeid GhafouriSukhpal Singh GillJoseph Doyle","2021","http://link.springer.com/article/10.1007/s11277-021-08699-3","Article"
"A survey of energy-saving technologies in cloud data centers","The Journal of Supercomputing","","77","11","10.1007/s11227-021-03805-5","Huiwen ChengBo LiuWeiwei LinZehua MaKeqin LiChing-Hsien Hsu","2021","http://link.springer.com/article/10.1007/s11227-021-03805-5","Article"
"Inherent Security-aware Resource Utilizing Methodology for Cloud Environments","Wireless Personal Communications","","120","1","10.1007/s11277-021-08431-1","C. Gopala KrishnanE. Golden JulieY. Harold Robinson","2021","http://link.springer.com/article/10.1007/s11277-021-08431-1","Article"
"Inlier Point Preservation in Outlier Points Removed from the ALS Point Cloud","Journal of the Indian Society of Remote Sensing","","49","10","10.1007/s12524-021-01397-4","Mustafa Zeybek","2021","http://link.springer.com/article/10.1007/s12524-021-01397-4","Article"
"Integrated Deep Auto-Encoder and Q-Learning-Based Scheme to Detect Anomalies and Supporting Forensics in Cloud Computing Environments","Wireless Personal Communications","","","","10.1007/s11277-021-08785-6","P. SavaridassanG. Maragatham","2021","http://link.springer.com/article/10.1007/s11277-021-08785-6","Article"
"A Secure User Authentication Protocol Based on ECC for Cloud Computing Environment","Arabian Journal for Science and Engineering","","46","4","10.1007/s13369-020-05276-x","Diksha RangwaniHari Om","2021","http://link.springer.com/article/10.1007/s13369-020-05276-x","Article"
"Performance Assessment of Time Series Forecasting Models for Cloud Datacenter Networks’ Workload Prediction","Wireless Personal Communications","","116","3","10.1007/s11277-020-07773-6","Jitendra KumarAshutosh Kumar Singh","2021","http://link.springer.com/article/10.1007/s11277-020-07773-6","Article"
"Towards Blockchain-Based Resource Allocation Models for Cloud-Edge Computing in IoT Applications","Wireless Personal Communications","","","","10.1007/s11277-021-08213-9","Xing Liu","2021","http://link.springer.com/article/10.1007/s11277-021-08213-9","Article"
"Cloud management architecture to improve the resource allocation in cloud IAAS platform","Journal of Ambient Intelligence and Humanized Computing","","12","5","10.1007/s12652-020-02026-7","J. SrinivasanC. Suresh Gnana Dhas","2021","http://link.springer.com/article/10.1007/s12652-020-02026-7","Article"
"A cloud-based service-oriented architecture to unlock smart energy services","Energy Informatics","","4","1","10.1186/s42162-021-00143-x","Maliheh HaghgooAlberto DogniniThomas StorekRadu PlamanescuUlrike RaheStefan GheorgheMihaela AlbuAntonello MontiDirk Müller","2021","http://link.springer.com/article/10.1186/s42162-021-00143-x","Article"
"Cloud Resource Demand Prediction using Machine Learning in the Context of QoS Parameters","Journal of Grid Computing","","19","2","10.1007/s10723-021-09561-3","Piotr NawrockiPatryk Osypanka","2021","http://link.springer.com/article/10.1007/s10723-021-09561-3","Article"
"Heterogeneity-aware elastic scaling of streaming applications on cloud platforms","The Journal of Supercomputing","","77","9","10.1007/s11227-021-03692-w","Jyoti SahniDeo Prakash Vidyarthi","2021","http://link.springer.com/article/10.1007/s11227-021-03692-w","Article"
"QoS-Aware Service Discovery and Selection Management for Cloud-Edge Computing Using a Hybrid Meta-Heuristic Algorithm in IoT","Wireless Personal Communications","","","","10.1007/s11277-021-09052-4","Ronghan WangJunwei Lu","2021","http://link.springer.com/article/10.1007/s11277-021-09052-4","Article"
"Mixed Mode Analytics Architecture for Data Deduplication in Wireless Personal Cloud Computing","Wireless Personal Communications","","116","1","10.1007/s11277-020-07943-6","C. Vijesh JoeJennifer S. RajS. Smys","2021","http://link.springer.com/article/10.1007/s11277-020-07943-6","Article"
"Intent-driven cloud resource design framework to meet cloud performance requirements and its application to a cloud-sensor system","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00242-w","Chao WuShingo HoriuchiKenji MuraseHiroaki KikushimaKenichi Tayama","2021","http://link.springer.com/article/10.1186/s13677-021-00242-w","Article"
"Evaluation of auto-segmentation accuracy of cloud-based artificial intelligence and atlas-based models","Radiation Oncology","","16","1","10.1186/s13014-021-01896-1","Yuka UragoHiroyuki OkamotoTomoya KanedaNaoya MurakamiTairo KashiharaMihiro TakemoriHiroki NakayamaKotaro IijimaTakahito ChibaJunichi KuwaharaShouichi KatsutaSatoshi NakamuraWeishan ChangHidetoshi SaitohHiroshi Igaki","2021","http://link.springer.com/article/10.1186/s13014-021-01896-1","Article"
